Subject_ID,excluded,trials_total,trials_diatonic,trials_chromatic,d-prime,beta,c,Ad,diatonic_d-prime,diatonic_beta,diatonic_c,diatonic_Ad,diatonic_confidence,diatonic_conf_to_mean,diatonic_correct_confidence,diatonic_correct_conf_to_mean,chromatic_d-prime,chromatic_beta,chromatic_c,chromatic_Ad,chromatic_confidence,chromatic_conf_to_mean,chromatic_correct_confidence,chromatic_correct_conf_to_mean,conf_d:c,conf_correct_d:c,binom
SeqC0137,False,120,60,60,1.1821788431444626,0.827309253061938,-0.1603621222767738,0.7984019230493853,1.3018988302392671,0.9230623748371662,-0.061493617269855305,0.8213655154496694,3.4833333333333334,1.0195121951219512,3.688888888888889,1.0356817385208552,1.0738547548058828,0.7606949422559035,-0.2547112303404332,0.7761724058347625,3.35,0.9804878048780489,3.4318181818181817,0.963507312876398,1.0398009950248757,1.074908020603385,1.1187721865433785e-07
SeqC0138,True,120,60,60,0.7071690812808328,0.8181046360086567,-0.28389962032196076,0.6914779705733649,0.7124430323894889,0.7758566252073229,-0.35622151619474446,0.6927896536462895,3.216666666666667,1.0320855614973263,3.5365853658536586,1.0454869147231618,0.7056591208147253,0.8603727523135489,-0.21311926152550048,0.6911019772566988,3.0166666666666666,0.9679144385026738,3.225,0.9533759124087592,1.0662983425414365,1.0966156173189638,0.00015803403060256842
SeqC0142,False,120,60,60,1.8581245098097272,1.7190785196579306,0.29157809394248646,0.9055587986075788,2.384857425766425,2.6008212444846093,0.40079010513983804,0.9541356871532829,2.9,1.0357142857142858,2.98,1.0260805860805862,1.464622136783255,1.4110696580845772,0.2351104977100735,0.8498159287424163,2.7,0.9642857142857144,2.8181818181818183,0.9703629703629704,1.074074074074074,1.0574193548387096,3.1396433276298443e-10
SeqC0143,False,120,60,60,1.582525478758313,1.5925888095743765,0.2940621686976024,0.8684330228728379,1.7178409195289042,1.8614899712765989,0.361719889082898,0.8877591543939658,3.8333333333333335,0.9871244635193134,3.8666666666666667,0.9832380952380952,1.464622136783255,1.4110696580845772,0.2351104977100735,0.8498159287424163,3.933333333333333,1.0128755364806867,4,1.0171428571428571,0.9745762711864407,0.9666666666666667,1.1187721865433785e-07
SeqC0144,False,120,60,60,1.9292046440523136,0.8198394642439647,-0.10296820185198446,0.9137403994637461,2.0122789565907246,1.5397739007964952,0.21450087055198774,0.9226168609058274,2.6,1.0064516129032257,2.7142857142857144,1.0078781512605042,2.0546895905353013,0.40668108940394165,-0.43788899741787235,0.9268721488632364,2.566666666666667,0.9935483870967742,2.673076923076923,0.9925763574660632,1.0129870129870129,1.0154162384378214,1.075407587096275e-14
SeqC0145,False,120,60,60,0.26750910310483306,1.1838670470907797,0.6309551222339705,0.5750153121486564,0.7899130495518925,1.9197950344256975,0.8256838240714038,0.7117665450238886,3.05,1.0252100840336134,3,1.0318471337579618,-0.13522152263740556,0.9348342563484328,0.4983380606141603,0.4619127565435498,2.9,0.9747899159663865,2.7916666666666665,0.9601910828025477,1.0517241379310345,1.0746268656716418,0.31530330083225827
SeqC0146,False,120,60,60,0.4691888049983449,1.5882641959627413,0.9860459463481777,0.6299672413499507,0.254978533712212,1.2388266802761503,0.8399322992455951,0.5715403143551492,2.0166666666666666,1.0,2,1.0,0.8015802102796761,2.6008212444846093,1.1924287128832125,0.7145759167792737,2.0166666666666666,1.0,2,1.0,1.0,1.0,0.12032782773865817
SeqC0147,True,120,60,60,1.4226026639293883,0.8408535421667892,-0.12184553411491578,0.8427758568615178,1.8322801976645282,0.7577036225036559,-0.15143042504587706,0.9024463950924446,2.7333333333333334,1.0061349693251533,2.82,1.0009923664122136,1.0682114602578348,0.8954489874343222,-0.1033784308334598,0.7749773682352512,2.7,0.9938650306748467,2.813953488372093,0.9988460855671933,1.0123456790123457,1.0021487603305783,1.1130505022660526e-09
SeqC0148,False,120,60,60,0.8571421296302164,0.5782705980347482,-0.638999459063033,0.7277728405707348,1.040050818729999,0.5035064968614992,-0.6597357082468617,0.7689602542970291,3.35,1.0255102040816326,3.4444444444444446,1.029782359679267,0.6852054190391927,0.6517271628980097,-0.6248188565821047,0.6859892210192526,3.183333333333333,0.9744897959183673,3.238095238095238,0.9680903289150713,1.0523560209424085,1.0637254901960784,8.68049533168695e-07
SeqC0149,False,120,60,60,2.2368620815879066,1.2568745525842544,0.10220930805339679,0.9431410032030891,2.8819273911572583,3.914603447668852,0.47354212947692814,0.9792165515486975,3.9833333333333334,1.004201680672269,3.981132075471698,1.0050406955234923,1.8322801976645282,0.7577036225036559,-0.15143042504587706,0.9024463950924446,3.95,0.9957983193277311,3.94,0.994656862745098,1.0084388185654007,1.0104396130638826,3.4073914329637544e-16
SeqC0152,False,120,60,60,-0.6582500715539835,1.1253180681518633,-0.1793630233323648,0.32080351163621046,-0.7694681676424834,1.1706121793312998,-0.20472171402853662,0.29318765165728783,2.033333333333333,1.0082644628099173,2.0434782608695654,1.0112057373375167,-0.5503754123352995,1.0893761225035086,-0.1555395931278077,0.34857364880374964,2,0.9917355371900827,2,0.9896907216494845,1.0166666666666666,1.0217391304347827,0.03532368253776954
SeqC0153,False,120,60,60,0.6885004289020615,1.1197190733620042,0.1642378446583258,0.6868153165397669,0.7694681676424833,1.1706121793312998,0.20472171402853667,0.7068123483427122,2.8666666666666667,1.0817610062893082,3.1621621621621623,1.1260382333553065,0.6107396690881626,1.0795678007389684,0.1253574647513763,0.6670777477151284,2.433333333333333,0.9182389937106917,2.4444444444444446,0.870460704607046,1.178082191780822,1.2936117936117935,0.022082715809704292
SeqC0154,True,120,60,60,1.6284684698214507,0.297460129031335,-0.7445493145922696,0.8752369280928511,1.4488820156676392,0.4286108813207381,-0.5847307089519574,0.8472037896102971,2.783333333333333,0.9852507374631267,2.9166666666666665,1.0064553990610328,1.9807523966472789,0.14062056723398084,-0.9903761983236394,0.919333655871666,2.8666666666666667,1.014749262536873,2.88,0.9938028169014084,0.9709302325581395,1.0127314814814814,1.2161033345676818e-12
